Year,Month,Region,Commodity,Unit,Priceflag,Pricetype,Currency,Price,Usdprice,Amount Produced(Tonnes),Annual Rainfall,Annual Temperature,,,,,,,,,,,,,,,,
2008    ,November,Eastern,Maize,KG,actual,Retail,KES,17.23,0.4709,21305.13,71.65,23.15,,,,,,,,,,,,,,,,
2008    ,December,Eastern,Maize,KG,actual,Retail,KES,17.17,0.4691,21305.13,59.43,23.01,,,,,,,,,,,,,,,,
2008    ,January,Nairobi,Maize,KG,actual,Retail,KES,19.23,0.236,4142.64,198.23,24.74,,,,,,,,,,,,,,,,
2008    ,February,Nairobi,Maize,KG,actual,Retail,KES,18.87,0.2316,4143.92,185.44,24.56,,,,,,,,,,,,,,,,
2008    ,March,Nairobi,Maize,KG,actual,Retail,KES,19.04,0.2338,4142.02,173.87,24.35,,,,,,,,,,,,,,,,
2008    ,April,Nairobi,Maize,KG,actual,Retail,KES,19.18,0.2356,5326.25,159.65,24.16,,,,,,,,,,,,,,,,
2008    ,May,Nairobi,Maize,KG,actual,Retail,KES,18.69,0.2293,5918.06,146.87,23.92,,,,,,,,,,,,,,,,
2008    ,June,Nairobi,Maize,KG,actual,Retail,KES,18.95,0.2325,4734.44,135.74,23.68,,,,,,,,,,,,,,,,
2008    ,July,Nairobi,Maize,KG,actual,Retail,KES,18.76,0.2302,4733.68,122.56,23.47,,,,,,,,,,,,,,,,
2008    ,August,Nairobi,Maize,KG,actual,Retail,KES,19.02,0.2336,4141.95,109.34,23.22,,,,,,,,,,,,,,,,
2008    ,September,Nairobi,Maize,KG,actual,Retail,KES,19.17,0.2354,5325.72,96.23,23.01,,,,,,,,,,,,,,,,
2008    ,October ,Nairobi,Maize,KG,actual,Retail,KES,18.91,0.232,5918.13,83.56,22.74,,,,,,,,,,,,,,,,
2008    ,November,Nairobi,Maize,KG,actual,Retail,KES,19.1,0.2346,4734.24,70.92,22.51,,,,,,,,,,,,,,,,
2008    ,December,Nairobi,Maize,KG,actual,Retail,KES,18.71,0.2297,4735.51,59.45,22.35,,,,,,,,,,,,,,,,
2008    ,January,North Eastern,Maize,KG,actual,Retail,KES,24.45,0.1767,7462,97.56,34.92,,,,,,,,,,,,,,,,
2008    ,February,North Eastern,Maize,KG,actual,Retail,KES,23.86,0.1725,7476,85.34,34.76,,,,,,,,,,,,,,,,
2008    ,March,North Eastern,Maize,KG,actual,Retail,KES,24.01,0.1737,7474,73.12,34.54,,,,,,,,,,,,,,,,
2008    ,April,North Eastern,Maize,KG,actual,Retail,KES,24.32,0.1757,8523,64.23,34.32,,,,,,,,,,,,,,,,
2008    ,May,North Eastern,Maize,KG,actual,Retail,KES,23.79,0.172,9576,56.54,34.15,,,,,,,,,,,,,,,,
2008    ,June,North Eastern,Maize,KG,actual,Retail,KES,24.25,0.1752,8524,46.23,33.87,,,,,,,,,,,,,,,,
2008    ,July,North Eastern,Maize,KG,actual,Retail,KES,23.9,0.1728,8525,39.78,33.54,,,,,,,,,,,,,,,,
2008    ,August,North Eastern,Maize,KG,actual,Retail,KES,24.37,0.1761,7473,32.56,33.32,,,,,,,,,,,,,,,,
2008    ,September,North Eastern,Maize,KG,actual,Retail,KES,23.83,0.1723,9577,26.43,33.14,,,,,,,,,,,,,,,,
2008    ,October ,North Eastern,Maize,KG,actual,Retail,KES,24.29,0.1755,10653,19.76,32.97,,,,,,,,,,,,,,,,
2008    ,November,North Eastern,Maize,KG,actual,Retail,KES,24.19,0.1747,10654,13.45,32.75,,,,,,,,,,,,,,,,
2008    ,December,North Eastern,Maize,KG,actual,Retail,KES,23.98,0.1735,10608,10.67,32.54,,,,,,,,,,,,,,,,
2008    ,January,Nyanza,Maize,KG,actual,Retail,KES,17.35,0.1635,13256.53,196.34,28.94,,,,,,,,,,,,,,,,
2008    ,February,Nyanza,Maize,KG,actual,Retail,KES,16.89,0.1592,13255.9,185.23,28.72,,,,,,,,,,,,,,,,
2008    ,March,Nyanza,Maize,KG,actual,Retail,KES,17.24,0.1624,13257.63,173.45,28.54,,,,,,,,,,,,,,,,
2008    ,April,Nyanza,Maize,KG,actual,Retail,KES,17.41,0.1639,17043.67,160.34,28.32,,,,,,,,,,,,,,,,
2008    ,May,Nyanza,Maize,KG,actual,Retail,KES,16.72,0.1576,18937.9,148.23,28.11,,,,,,,,,,,,,,,,
2008    ,June,Nyanza,Maize,KG,actual,Retail,KES,17.3,0.163,15150.32,136.78,27.87,,,,,,,,,,,,,,,,
2008    ,July,Nyanza,Maize,KG,actual,Retail,KES,17.11,0.1612,15150.32,125.67,27.56,,,,,,,,,,,,,,,,
2008    ,August,Nyanza,Maize,KG,actual,Retail,KES,16.99,0.1602,13256.53,112.34,27.43,,,,,,,,,,,,,,,,
2008    ,September,Nyanza,Maize,KG,actual,Retail,KES,17.45,0.1643,17043.67,98.67,27.25,,,,,,,,,,,,,,,,
2008    ,October ,Nyanza,Maize,KG,actual,Retail,KES,17.21,0.162,18937.9,85.45,27.12,,,,,,,,,,,,,,,,
2008    ,November,Nyanza,Maize,KG,actual,Retail,KES,17.05,0.1605,15150.32,72.34,26.95,,,,,,,,,,,,,,,,
2008    ,December,Nyanza,Maize,KG,actual,Retail,KES,16.85,0.1586,15137.36,59.87,26.78,,,,,,,,,,,,,,,,
2008    ,January,Rift Valley,Maize,KG,actual,Retail,KES,16.83,0.2818,55680.1,196.78,24.95,,,,,,,,,,,,,,,,
2008    ,February,Rift Valley,Maize,KG,actual,Retail,KES,16.35,0.2737,55679.9,183.56,24.78,,,,,,,,,,,,,,,,
2008    ,March,Rift Valley,Maize,KG,actual,Retail,KES,16.58,0.2775,55680.2,170.45,24.54,,,,,,,,,,,,,,,,
2008    ,April,Rift Valley,Maize,KG,actual,Retail,KES,16.92,0.2833,111360.19,157.34,24.32,,,,,,,,,,,,,,,,
2008    ,May,Rift Valley,Maize,KG,actual,Retail,KES,16.49,0.2761,167040.29,145.67,24.12,,,,,,,,,,,,,,,,
2008    ,June,Rift Valley,Maize,KG,actual,Retail,KES,16.73,0.2801,111360.19,132.78,23.87,,,,,,,,,,,,,,,,
2008    ,July,Rift Valley,Maize,KG,actual,Retail,KES,16.62,0.2782,111360.21,119.45,23.65,,,,,,,,,,,,,,,,
2008    ,August,Rift Valley,Maize,KG,actual,Retail,KES,16.78,0.2809,55680.1,106.78,23.45,,,,,,,,,,,,,,,,
2008    ,September,Rift Valley,Maize,KG,actual,Retail,KES,16.91,0.2831,111360.19,93.56,23.23,,,,,,,,,,,,,,,,
2008    ,October ,Rift Valley,Maize,KG,actual,Retail,KES,16.88,0.2826,111360.2,80.34,23.02,,,,,,,,,,,,,,,,
2008    ,November,Rift Valley,Maize,KG,actual,Retail,KES,16.57,0.2774,111360.22,67.45,22.78,,,,,,,,,,,,,,,,
2008    ,December,Rift Valley,Maize,KG,actual,Retail,KES,16.55,0.277,55680.05,54.67,22.56,,,,,,,,,,,,,,,,
2008    ,January,Western ,Maize,KG,actual,Retail,KES,14.42,0.2129,21304.97,195.78,24.95,,,,,,,,,,,,,,,,
2008    ,February,Western ,Maize,KG,actual,Retail,KES,13.97,0.2063,21305.13,182.56,24.78,,,,,,,,,,,,,,,,
2008    ,March,Western ,Maize,KG,actual,Retail,KES,14.18,0.2095,21304.97,169.34,24.54,,,,,,,,,,,,,,,,
2008    ,April,Western ,Maize,KG,actual,Retail,KES,14.39,0.2127,34088.05,156.23,24.32,,,,,,,,,,,,,,,,
2008    ,May,Western ,Maize,KG,actual,Retail,KES,14.02,0.2068,42609.95,144.56,24.12,,,,,,,,,,,,,,,,
2008    ,June,Western ,Maize,KG,actual,Retail,KES,14.25,0.2104,42610.1,132.78,23.87,,,,,,,,,,,,,,,,
2008    ,July,Western ,Maize,KG,actual,Retail,KES,14.19,0.2096,34088.1,119.56,23.65,,,,,,,,,,,,,,,,
2008    ,August,Western ,Maize,KG,actual,Retail,KES,14.38,0.2124,34087.99,106.78,23.45,,,,,,,,,,,,,,,,
2008    ,September,Western ,Maize,KG,actual,Retail,KES,14.16,0.2092,34088.05,93.45,23.23,,,,,,,,,,,,,,,,
2008    ,October ,Western ,Maize,KG,actual,Retail,KES,14.11,0.2085,42609.99,80.34,23.02,,,,,,,,,,,,,,,,
2008    ,November,Western ,Maize,KG,actual,Retail,KES,14.31,0.2114,42609.89,67.45,22.78,,,,,,,,,,,,,,,,
2008    ,December,Western ,Maize,KG,actual,Retail,KES,14.25,0.2105,34087.27,54.67,22.56,,,,,,,,,,,,,,,,
2008    ,January,Central,Maize,KG,actual,Retail,KES,19.47,0.4519,8285.33,195.89,24.95,,,,,,,,,,,,,,,,
2008    ,February,Central,Maize,KG,actual,Retail,KES,19.1,0.4433,8285.33,182.56,24.78,,,,,,,,,,,,,,,,
2008    ,March,Central,Maize,KG,actual,Retail,KES,19.28,0.4478,8285.33,169.34,24.54,,,,,,,,,,,,,,,,
2008    ,April,Central,Maize,KG,actual,Retail,KES,19.45,0.4515,9468.95,156.45,24.32,,,,,,,,,,,,,,,,
2008    ,May,Central,Maize,KG,actual,Retail,KES,19.03,0.4421,10652.57,143.56,24.12,,,,,,,,,,,,,,,,
2008    ,June,Central,Maize,KG,actual,Retail,KES,19.26,0.447,9468.95,132.78,23.87,,,,,,,,,,,,,,,,
2008    ,July,Central,Maize,KG,actual,Retail,KES,19.33,0.4486,9468.95,119.56,23.65,,,,,,,,,,,,,,,,
2008    ,August,Central,Maize,KG,actual,Retail,KES,19.14,0.444,8285.33,106.78,23.45,,,,,,,,,,,,,,,,
2008    ,September,Central,Maize,KG,actual,Retail,KES,19.29,0.4479,10652.57,93.45,23.23,,,,,,,,,,,,,,,,
2008    ,October ,Central,Maize,KG,actual,Retail,KES,19.2,0.4457,11836.19,80.34,23.02,,,,,,,,,,,,,,,,
2008    ,November,Central,Maize,KG,actual,Retail,KES,19.05,0.4425,11836.19,67.45,22.78,,,,,,,,,,,,,,,,
2008    ,December,Central,Maize,KG,actual,Retail,KES,19.17,0.4452,11836.19,54.67,22.56,,,,,,,,,,,,,,,,
2009    ,January,Coast,Maize,KG,actual,Retail,KES,18.99,0.4212,8537.21,199.55,28.95,,,,,,,,,,,,,,,,
2009    ,February,Coast,Maize,KG,actual,Retail,KES,18.66,0.414,8537.27,185.67,28.74,,,,,,,,,,,,,,,,
2009    ,March,Coast,Maize,KG,actual,Retail,KES,18.87,0.4184,8537.27,173.45,28.56,,,,,,,,,,,,,,,,
2009    ,April,Coast,Maize,KG,actual,Retail,KES,19.05,0.4224,9756.88,159.78,28.32,,,,,,,,,,,,,,,,
2009    ,May,Coast,Maize,KG,actual,Retail,KES,18.69,0.4146,10976.49,148.45,28.12,,,,,,,,,,,,,,,,
2009    ,June,Coast,Maize,KG,actual,Retail,KES,18.91,0.4193,9756.88,136.56,27.87,,,,,,,,,,,,,,,,
2009    ,July,Coast,Maize,KG,actual,Retail,KES,18.83,0.4175,9756.88,122.67,27.65,,,,,,,,,,,,,,,,
2009    ,August,Coast,Maize,KG,actual,Retail,KES,18.7,0.4148,8537.27,109.78,27.45,,,,,,,,,,,,,,,,
2009    ,September,Coast,Maize,KG,actual,Retail,KES,19.04,0.4222,10976.49,96.89,27.23,,,,,,,,,,,,,,,,
2009    ,October ,Coast,Maize,KG,actual,Retail,KES,18.95,0.4202,12196.1,85.45,27.02,,,,,,,,,,,,,,,,
2009    ,November,Coast,Maize,KG,actual,Retail,KES,18.81,0.417,12196.1,71.56,26.78,,,,,,,,,,,,,,,,
2009    ,December,Coast,Maize,KG,actual,Retail,KES,18.89,0.4188,12196.17,59.67,26.54,,,,,,,,,,,,,,,,
2009    ,January,Eastern,Maize,KG,actual,Retail,KES,15.83,0.5036,17080,198.45,24.95,,,,,,,,,,,,,,,,
2009    ,February,Eastern,Maize,KG,actual,Retail,KES,15.35,0.488,17080.01,185.23,24.78,,,,,,,,,,,,,,,,
2009    ,March,Eastern,Maize,KG,actual,Retail,KES,15.62,0.4968,17080.01,173.45,24.54,,,,,,,,,,,,,,,,
2009    ,April,Eastern,Maize,KG,actual,Retail,KES,15.79,0.5018,19520,159.87,24.32,,,,,,,,,,,,,,,,
2009    ,May,Eastern,Maize,KG,actual,Retail,KES,15.47,0.4919,21960,148.23,24.12,,,,,,,,,,,,,,,,
2009    ,June,Eastern,Maize,KG,actual,Retail,KES,15.7,0.4994,19520,135.56,23.87,,,,,,,,,,,,,,,,
2009    ,July,Eastern,Maize,KG,actual,Retail,KES,15.54,0.4944,19520,122.67,23.65,,,,,,,,,,,,,,,,
2009    ,August,Eastern,Maize,KG,actual,Retail,KES,15.39,0.4897,17080,109.45,23.45,,,,,,,,,,,,,,,,
2009    ,September,Eastern,Maize,KG,actual,Retail,KES,15.73,0.5004,21960,96.78,23.23,,,,,,,,,,,,,,,,
2009    ,October ,Eastern,Maize,KG,actual,Retail,KES,15.88,0.505,24400,83.34,23.02,,,,,,,,,,,,,,,,
2009    ,November,Eastern,Maize,KG,actual,Retail,KES,15.48,0.4922,24400,70.45,22.78,,,,,,,,,,,,,,,,
2009    ,December,Eastern,Maize,KG,actual,Retail,KES,15.65,0.4977,24400,57.89,22.56,,,,,,,,,,,,,,,,
2009    ,January,Nairobi,Maize,KG,actual,Retail,KES,20.45,0.6104,4270,195.78,24.95,,,,,,,,,,,,,,,,
2009    ,February,Nairobi,Maize,KG,actual,Retail,KES,19.9,0.5939,4269.98,182.56,24.78,,,,,,,,,,,,,,,,
2009    ,March,Nairobi,Maize,KG,actual,Retail,KES,20.25,0.6045,4269.97,169.34,24.54,,,,,,,,,,,,,,,,
2009    ,April,Nairobi,Maize,KG,actual,Retail,KES,20.15,0.6015,4880,156.23,24.32,,,,,,,,,,,,,,,,
2009    ,May,Nairobi,Maize,KG,actual,Retail,KES,19.75,0.5896,5490,144.56,24.12,,,,,,,,,,,,,,,,
2009    ,June,Nairobi,Maize,KG,actual,Retail,KES,20.05,0.5985,4880,132.78,23.87,,,,,,,,,,,,,,,,
2009    ,July,Nairobi,Maize,KG,actual,Retail,KES,19.95,0.5955,4880,119.56,23.65,,,,,,,,,,,,,,,,
2009    ,August,Nairobi,Maize,KG,actual,Retail,KES,20.12,0.6006,4270,106.78,23.45,,,,,,,,,,,,,,,,
2009    ,September,Nairobi,Maize,KG,actual,Retail,KES,19.92,0.5943,5490,93.45,23.23,,,,,,,,,,,,,,,,
2009    ,October ,Nairobi,Maize,KG,actual,Retail,KES,20.18,0.6024,6100,80.34,23.02,,,,,,,,,,,,,,,,
2009    ,November,Nairobi,Maize,KG,actual,Retail,KES,19.87,0.5931,6100,67.45,22.78,,,,,,,,,,,,,,,,
2009    ,December,Nairobi,Maize,KG,actual,Retail,KES,20.08,0.5994,6100,54.67,22.56,,,,,,,,,,,,,,,,
2009    ,January,North Eastern,Maize,KG,actual,Retail,KES,22.28,0.9072,7673.12,98.56,34.95,,,,,,,,,,,,,,,,
2009    ,February,North Eastern,Maize,KG,actual,Retail,KES,21.83,0.889,7673.12,85.23,34.76,,,,,,,,,,,,,,,,
2009    ,March,North Eastern,Maize,KG,actual,Retail,KES,22.05,0.8981,7673.12,73.45,34.54,,,,,,,,,,,,,,,,
2009    ,April,North Eastern,Maize,KG,actual,Retail,KES,22.31,0.909,8772.48,64.78,34.32,,,,,,,,,,,,,,,,
2009    ,May,North Eastern,Maize,KG,actual,Retail,KES,21.78,0.887,9867.48,56.34,34.12,,,,,,,,,,,,,,,,
2009    ,June,North Eastern,Maize,KG,actual,Retail,KES,22.16,0.9025,8772.48,46.67,33.87,,,,,,,,,,,,,,,,
2009    ,July,North Eastern,Maize,KG,actual,Retail,KES,21.94,0.8941,8772.48,39.45,33.56,,,,,,,,,,,,,,,,
2009    ,August,North Eastern,Maize,KG,actual,Retail,KES,22.23,0.9061,7673.12,32.78,33.32,,,,,,,,,,,,,,,,
2009    ,September,North Eastern,Maize,KG,actual,Retail,KES,21.89,0.892,9867.48,26.45,33.14,,,,,,,,,,,,,,,,
2009    ,October ,North Eastern,Maize,KG,actual,Retail,KES,22.29,0.9082,10961.6,19.56,32.97,,,,,,,,,,,,,,,,
2009    ,November,North Eastern,Maize,KG,actual,Retail,KES,22.01,0.8963,10961.6,13.45,32.78,,,,,,,,,,,,,,,,
2009    ,December,North Eastern,Maize,KG,actual,Retail,KES,22.12,0.901,10961.6,10.67,32.54,,,,,,,,,,,,,,,,
2009    ,January,Nyanza,Maize,KG,actual,Retail,KES,20.36,0.474,13658.47,198.78,24.95,,,,,,,,,,,,,,,,
2009    ,February,Nyanza,Maize,KG,actual,Retail,KES,19.95,0.4645,13658.47,185.56,24.78,,,,,,,,,,,,,,,,
2009    ,March,Nyanza,Maize,KG,actual,Retail,KES,20.12,0.4682,13658.47,173.34,24.54,,,,,,,,,,,,,,,,
2009    ,April,Nyanza,Maize,KG,actual,Retail,KES,20.47,0.4763,15609.68,159.67,24.32,,,,,,,,,,,,,,,,
2009    ,May,Nyanza,Maize,KG,actual,Retail,KES,19.87,0.4626,17560.89,147.45,24.12,,,,,,,,,,,,,,,,
2009    ,June,Nyanza,Maize,KG,actual,Retail,KES,20.23,0.4706,15609.68,135.56,23.87,,,,,,,,,,,,,,,,
2009    ,July,Nyanza,Maize,KG,actual,Retail,KES,20.08,0.4669,15609.68,122.78,23.65,,,,,,,,,,,,,,,,
2009    ,August,Nyanza,Maize,KG,actual,Retail,KES,20.19,0.4695,13658.47,109.78,23.45,,,,,,,,,,,,,,,,
2009    ,September,Nyanza,Maize,KG,actual,Retail,KES,20.3,0.4721,17560.89,96.78,23.23,,,,,,,,,,,,,,,,
2009    ,October ,Nyanza,Maize,KG,actual,Retail,KES,20.4,0.4745,19512.1,83.67,23.02,,,,,,,,,,,,,,,,
2009    ,November,Nyanza,Maize,KG,actual,Retail,KES,19.99,0.4654,19512.1,70.56,22.78,,,,,,,,,,,,,,,,
2009    ,December,Nyanza,Maize,KG,actual,Retail,KES,20.25,0.4711,19512.1,59.67,22.56,,,,,,,,,,,,,,,,
2009    ,January,Rift Valley,Maize,KG,actual,Retail,KES,22.28,0.3819,80285.1,197.89,24.95,,,,,,,,,,,,,,,,
2009    ,February,Rift Valley,Maize,KG,actual,Retail,KES,21.83,0.3742,80285.1,184.56,24.78,,,,,,,,,,,,,,,,
2009    ,March,Rift Valley,Maize,KG,actual,Retail,KES,22.05,0.378,80285.1,172.34,24.54,,,,,,,,,,,,,,,,
2009    ,April,Rift Valley,Maize,KG,actual,Retail,KES,22.31,0.3826,91754.4,159.67,24.32,,,,,,,,,,,,,,,,
2009    ,May,Rift Valley,Maize,KG,actual,Retail,KES,21.78,0.3735,103224.7,147.45,24.12,,,,,,,,,,,,,,,,
2009    ,June,Rift Valley,Maize,KG,actual,Retail,KES,22.16,0.38,91754.4,134.78,23.87,,,,,,,,,,,,,,,,
2009    ,July,Rift Valley,Maize,KG,actual,Retail,KES,21.94,0.376,91754.4,121.56,23.65,,,,,,,,,,,,,,,,
2009    ,August,Rift Valley,Maize,KG,actual,Retail,KES,22.23,0.3809,80285.1,108.78,23.45,,,,,,,,,,,,,,,,
2009    ,September,Rift Valley,Maize,KG,actual,Retail,KES,21.89,0.3749,103224.7,95.67,23.23,,,,,,,,,,,,,,,,
2009    ,October ,Rift Valley,Maize,KG,actual,Retail,KES,22.29,0.3822,114694,83.34,23.02,,,,,,,,,,,,,,,,
2009    ,November,Rift Valley,Maize,KG,actual,Retail,KES,22.01,0.3772,114694,70.56,22.78,,,,,,,,,,,,,,,,
2009    ,December,Rift Valley,Maize,KG,actual,Retail,KES,22.12,0.3791,114694,59.67,22.56,,,,,,,,,,,,,,,,
2009    ,January,Western,Maize,KG,actual,Retail,KES,19.56,0.388,21971.05,198.78,24.95,,,,,,,,,,,,,,,,
2009    ,February,Western,Maize,KG,actual,Retail,KES,19.09,0.379,21971.05,185.56,24.78,,,,,,,,,,,,,,,,
2009    ,March,Western,Maize,KG,actual,Retail,KES,19.38,0.384,21971.05,173.34,24.54,,,,,,,,,,,,,,,,
2009    ,April,Western,Maize,KG,actual,Retail,KES,19.67,0.39,35153.68,159.67,24.32,,,,,,,,,,,,,,,,
2009    ,May,Western,Maize,KG,actual,Retail,KES,19.12,0.379,39547.89,147.45,24.12,,,,,,,,,,,,,,,,
2009    ,June,Western,Maize,KG,actual,Retail,KES,19.55,0.388,35153.68,135.56,23.87,,,,,,,,,,,,,,,,
2009    ,July,Western,Maize,KG,actual,Retail,KES,19.22,0.382,35153.68,122.78,23.65,,,,,,,,,,,,,,,,
2009    ,August,Western,Maize,KG,actual,Retail,KES,19.34,0.384,21971.05,109.78,23.45,,,,,,,,,,,,,,,,
2009    ,September,Western,Maize,KG,actual,Retail,KES,19.61,0.389,43942.1,96.78,23.23,,,,,,,,,,,,,,,,
2009    ,October ,Western,Maize,KG,actual,Retail,KES,19.49,0.387,52730.52,83.67,23.02,,,,,,,,,,,,,,,,
2009    ,November,Western,Maize,KG,actual,Retail,KES,19.26,0.383,52730.52,70.56,22.78,,,,,,,,,,,,,,,,
2009    ,December,Western,Maize,KG,actual,Retail,KES,19.44,0.386,57124.73,59.67,22.56,,,,,,,,,,,,,,,,
2009    ,January,Central,Maize,KG,actual,Retail,KES,17.23,0.7311,8536.57,198.78,24.95,,,,,,,,,,,,,,,,
2009    ,February,Central,Maize,KG,actual,Retail,KES,16.89,0.7167,8536.57,185.56,24.78,,,,,,,,,,,,,,,,
2009    ,March,Central,Maize,KG,actual,Retail,KES,17.12,0.727,8536.57,173.34,24.54,,,,,,,,,,,,,,,,
2009    ,April,Central,Maize,KG,actual,Retail,KES,17.38,0.7377,9756.08,159.67,24.32,,,,,,,,,,,,,,,,
2009    ,May,Central,Maize,KG,actual,Retail,KES,16.97,0.7201,10976.59,147.45,24.12,,,,,,,,,,,,,,,,
2009    ,June,Central,Maize,KG,actual,Retail,KES,17.29,0.734,9756.08,135.56,23.87,,,,,,,,,,,,,,,,
2009    ,July,Central,Maize,KG,actual,Retail,KES,17.08,0.7251,9756.08,122.78,23.65,,,,,,,,,,,,,,,,
2009    ,August,Central,Maize,KG,actual,Retail,KES,17.15,0.728,8536.57,109.78,23.45,,,,,,,,,,,,,,,,
2009    ,September,Central,Maize,KG,actual,Retail,KES,17.34,0.7361,10976.59,96.78,23.23,,,,,,,,,,,,,,,,
2009    ,October ,Central,Maize,KG,actual,Retail,KES,17.21,0.7307,12195.1,83.67,23.02,,,,,,,,,,,,,,,,
2009    ,November,Central,Maize,KG,actual,Retail,KES,16.94,0.7189,12195.1,70.56,22.78,,,,,,,,,,,,,,,,
2009    ,December,Central,Maize,KG,actual,Retail,KES,17.26,0.7334,12195.1,59.67,22.56,,,,,,,,,,,,,,,,
2010    ,January,Coast,Maize,KG,actual,Retail,KES,21.12,0.63,"14,551.10",199.5,28.5,,,,,,,,,,,,,,,,
2010    ,February,Coast,Maize,KG,actual,Retail,KES,20.98,0.6264,"14,551.10",185.67,28.4,,,,,,,,,,,,,,,,
2010    ,March,Coast,Maize,KG,actual,Retail,KES,21.22,0.6336,"14,551.10",170.34,28.3,,,,,,,,,,,,,,,,
2010    ,April,Coast,Maize,KG,actual,Retail,KES,21.18,0.6324,"16,629.83",160,28.2,,,,,,,,,,,,,,,,
2010    ,May,Coast,Maize,KG,actual,Retail,KES,21.1,0.6297,"18,708.56",147.45,28.1,,,,,,,,,,,,,,,,
2010    ,June,Coast,Maize,KG,actual,Retail,KES,21.05,0.6282,"16,629.83",135.56,28,,,,,,,,,,,,,,,,
2010    ,July,Coast,Maize,KG,actual,Retail,KES,21.14,0.6309,"16,629.83",123.78,27.9,,,,,,,,,,,,,,,,
2010    ,August,Coast,Maize,KG,actual,Retail,KES,20.95,0.6256,"14,551.10",111.78,27.8,,,,,,,,,,,,,,,,
2010    ,September,Coast,Maize,KG,actual,Retail,KES,21.2,0.633,"18,708.56",98.56,27.7,,,,,,,,,,,,,,,,
2010    ,October ,Coast,Maize,KG,actual,Retail,KES,21.3,0.636,"20,787.29",85.45,27.6,,,,,,,,,,,,,,,,
2010    ,November,Coast,Maize,KG,actual,Retail,KES,21.08,0.6291,"20,787.29",72.67,27.5,,,,,,,,,,,,,,,,
2010    ,December,Coast,Maize,KG,actual,Retail,KES,21.25,0.6345,"20,787.29",60.78,27.4,,,,,,,,,,,,,,,,
2010    ,January,Eastern,Maize,KG,actual,Retail,KES,18.83,0.3827,"26,677.01",199.5,24.5,,,,,,,,,,,,,,,,
2010    ,February,Eastern,Maize,KG,actual,Retail,KES,18.45,0.3748,"26,677.01",185.67,24.4,,,,,,,,,,,,,,,,
2010    ,March,Eastern,Maize,KG,actual,Retail,KES,18.69,0.3797,"26,677.01",170.34,24.3,,,,,,,,,,,,,,,,
2010    ,April,Eastern,Maize,KG,actual,Retail,KES,18.77,0.3813,"30,488.01",160,24.2,,,,,,,,,,,,,,,,
2010    ,May,Eastern,Maize,KG,actual,Retail,KES,18.63,0.3784,"34,299.01",147.45,24.1,,,,,,,,,,,,,,,,
2010    ,June,Eastern,Maize,KG,actual,Retail,KES,18.72,0.3802,"30,488.01",135.56,24,,,,,,,,,,,,,,,,
2010    ,July,Eastern,Maize,KG,actual,Retail,KES,18.59,0.3777,"30,488.01",123.78,23.9,,,,,,,,,,,,,,,,
2010    ,August,Eastern,Maize,KG,actual,Retail,KES,18.54,0.3766,"26,677.01",111.78,23.8,,,,,,,,,,,,,,,,
2010    ,September,Eastern,Maize,KG,actual,Retail,KES,18.68,0.3795,"34,299.01",98.56,23.7,,,,,,,,,,,,,,,,
2010    ,October ,Eastern,Maize,KG,actual,Retail,KES,18.84,0.3829,"38,110.01",85.45,23.6,,,,,,,,,,,,,,,,
2010    ,November,Eastern,Maize,KG,actual,Retail,KES,18.75,0.381,"38,110.01",72.67,23.5,,,,,,,,,,,,,,,,
2010    ,December,Eastern,Maize,KG,actual,Retail,KES,18.81,0.3822,"38,110.01",60.78,23.4,,,,,,,,,,,,,,,,
2010    ,January,Nairobi,Maize,KG,actual,Retail,KES,23.15,0.3492,"7,275.64",75.3,19.7,,,,,,,,,,,,,,,,
2010    ,February,Nairobi,Maize,KG,actual,Retail,KES,22.92,0.3459,"7,275.64",55.2,20.2,,,,,,,,,,,,,,,,
2010    ,March,Nairobi,Maize,KG,actual,Retail,KES,23.22,0.3504,"7,275.64",97.4,20.4,,,,,,,,,,,,,,,,
2010    ,April,Nairobi,Maize,KG,actual,Retail,KES,23.07,0.3481,"8,314.01",155.5,19.6,,,,,,,,,,,,,,,,
2010    ,May,Nairobi,Maize,KG,actual,Retail,KES,22.99,0.3469,"9,354.39",186.3,19.4,,,,,,,,,,,,,,,,
2010    ,June,Nairobi,Maize,KG,actual,Retail,KES,23.18,0.3496,"8,314.01",112.2,18.5,,,,,,,,,,,,,,,,
2010    ,July,Nairobi,Maize,KG,actual,Retail,KES,23.12,0.3487,"8,314.01",90.1,19.1,,,,,,,,,,,,,,,,
2010    ,August,Nairobi,Maize,KG,actual,Retail,KES,22.95,0.3463,"7,275.64",82.6,19.3,,,,,,,,,,,,,,,,
2010    ,September,Nairobi,Maize,KG,actual,Retail,KES,23.26,0.3511,"9,354.39",88.5,20.5,,,,,,,,,,,,,,,,
2010    ,October ,Nairobi,Maize,KG,actual,Retail,KES,23.14,0.3491,"10,393.77",123.4,20.8,,,,,,,,,,,,,,,,
2010    ,November,Nairobi,Maize,KG,actual,Retail,KES,23.08,0.3483,"10,393.77",175.6,19.7,,,,,,,,,,,,,,,,
2010    ,December,Nairobi,Maize,KG,actual,Retail,KES,23.21,0.3502,"10,393.77",120.5,19.9,,,,,,,,,,,,,,,,
2010    ,January,North Eastern,Maize,KG,actual,Retail,KES,17.32,0.3186,"12,153.15",29.4,32.5,,,,,,,,,,,,,,,,
